GF_104w_M_1_2	GF_104w_M_2_2	GF_104w_M_3_2	GF_104w_M_4_2	GF_104w_M_5_2	GF_8w_M_1_2	GF_8w_M_2_2	GF_8w_M_3_2	GF_8w_M_4_2	SPF_104w_M_1_2	SPF_104w_M_10_2	SPF_104w_M_11_2	SPF_104w_M_12_2	SPF_104w_M_13_2	SPF_104w_M_14_2	SPF_104w_M_2_2	SPF_104w_M_3_2	SPF_104w_M_4_2	SPF_104w_M_5_2	SPF_104w_M_6_2	SPF_104w_M_7_2	SPF_104w_M_8_2	SPF_104w_M_9_2	SPF_8w_M_2_2	SPF_8w_M_3_2	SPF_8w_M_4_2
136.409799582071	120.257897211937	41.021350029199	67.8312251582097	31.063581571377	184.415501237071	85.3580527947619	88.8763604439955	161.106122913849	12.3734098051702	62.5815605641902	118.32611055907	21.2873714447067	101.162417652235	47.3622190857209	101.451505855698	44.9430493954688	34.8154127081963	29.6299049542511	17.2025297989505	76.0494384102067	439.736955636124	56.237355727578	90.5414437576903	54.5552620870235	142.961737656927
34.1024498955179	227.082731437434	51.2766875364988	118.704644026867	112.471588448089	136.785007540079	285.507969692824	118.196396879128	144.560088668643	181.476677142496	180.942338152985	227.656668853415	195.641080420399	125.292902596805	458.43053567877	118.360090164981	156.842070339289	297.17441561639	204.370370069065	439.17046663203	227.242964773356	278.338996094953	100.204742932775	199.908336217475	86.8430702609761	152.729309794977
295.255421463826	425.380327903926	247.410017363607	266.700044372052	185.310331443042	330.970866458583	295.809803650813	380.244222518125	260.382328385086	244.718549480032	166.657416719854	231.808462206364	163.203181076084	275.64438571297	210.002292172536	248.344832042593	290.754013435992	261.115595311472	141.311854397197	175.061038542261	144.856073162298	150.7669562181	140.082140630513	340.650976514082	398.587425043967	280.595708693098
10.7691947038477	0	12.8191718841247	0	0	2.44258942035855	0	0	0	2.74964662337114	0	0	25.342108862746	2.78428672437343	0	36.9875281765564	3.66882035881378	0	41.0260222443477	0	0	0	15.3374606529758	0	1.11337269565354	0
0	0	0	0	0	0	1.47169056542693	0	0	1.37482331168557	106.11655921754	38.0581057353733	0	0	0	0	594.348898127833	1.2434075967213	0.759741152673105	48.5718488440954	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	1174.09910817948	14294.4447140858	12019.4417567897	407.501110512956	3071.99635255869	1933.80834153773	5.28393259665092	8170.46293907829	2893.40947757046	7306.43066525725	18846.8892650266	1183.29304764453	3345.86668222475	312.884197320707	2.68934981458486	0	0
58.3331379791753	50.5339036156543	0	63.2063688974226	24.6366336600576	15.8768312323306	25.0187396122578	1.83250227719578	25.2544733216305	81.1145753894488	84.3490598908651	89.9555226472459	73.9989578792184	103.018608801817	149.235671458781	2.11357303866037	36.6882035881378	31.0851899180324	63.0585156718677	460.420650501321	148.477474991356	18.3626421034865	21.4724449141662	33.1686477132133	22.2674539130708	8.87961103459171
0	0	0	0	0	0	0	0	0	0	0	6.91965558824968	0	0	0	0	0	0	0	0	0	0	0	0	1.11337269565354	0
0	0	0	0	0	0	0	0	0	0	29.2500772202193	4.15179335294981	0	0	0	0	32.1021781396206	2.48681519344259	9.11689383207726	0	0	0	4.08998950746022	0	0	0
2.69229867596194	3.83801799612564	5.12766875364988	4.62485626078702	0	4.8851788407171	2.94338113085386	0.916251138597892	2.61253172292729	6.87411655842786	0.680234353958589	2.0758966764749	1.01368435450984	3.71238229916458	0.89362677520228	2.11357303866037	10.0892559867379	3.73022279016389	2.27922345801931	17.2025297989505	0.905350457264365	0	1.02249737686505	12.5502991347293	2.22674539130708	0.887961103459171
0	0	0	0	0	0	0	2.74875341579368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.79486578397462	0	5.12766875364988	6.1664750143827	2.14231597043979	0	0	0.916251138597892	0.870843907642429	0	0.680234353958589	0	0	0	0	0	2.75161526911034	3.73022279016389	0	0	0	0	0	0	0	1.77592220691834
0	0	0	0	0	0	5.88676226170772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	2.74964662337114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	2.14231597043979	0	0	0	0	0	0	0	0	0	0	0	0	1.2434075967213	0	0	0	0	0	0	0	0
