genes_in_mod	GF_104w_M_1_2	GF_104w_M_2_2	GF_104w_M_3_2	GF_104w_M_4_2	GF_104w_M_5_2	GF_8w_M_1_2	GF_8w_M_3_2	GF_8w_M_4_2	SPF_104w_M_1_2	SPF_104w_M_10_2	SPF_104w_M_11_2	SPF_104w_M_12_2	SPF_104w_M_13_2	SPF_104w_M_14_2	SPF_104w_M_2_2	SPF_104w_M_4_2	SPF_104w_M_5_2	SPF_104w_M_6_2	SPF_104w_M_7_2	SPF_104w_M_8_2	SPF_104w_M_9_2	SPF_8w_M_2_2	SPF_8w_M_3_2	SPF_8w_M_4_2
Gnai3	ME1	-0.108436678666698	-1.07278875079159	-0.200518693005083	-0.3026992920406	0.162948023704992	-1.65905401477128	-1.09798508593794	-0.699418704398564	-0.770637830105246	1.04342607742273	1.38268905271052	0.529405056572007	0.000466618489540959	1.58328113932086	-0.483043956732552	-0.7710464504747	0.414780226464421	0.67603569284548	1.53648802772401	1.03110417357492	1.71129167977723	-0.882861407573771	-1.33904443074134	-0.684380473367352
Gsto2	ME1	-1.38951230383068	-1.40119746512948	0.778100614200184	-0.801220760275516	-1.4301955628891	-1.09800638512758	-0.557932312782799	0.859522787532944	-1.24322127172511	0.111655125313958	0.922466207745408	0.453888836305756	0.0423695239338119	-0.0123204802402513	-0.280422156029038	-0.753787905122956	0.395192786031475	1.32218448568319	-0.937689337359773	2.16240699173805	1.35097232437908	0.154713693692059	0.487757242262153	0.864275321694206
Hdac2	ME1	2.48988174015663	0.876242038064591	0.522304631425828	0.529290466888624	-0.668012947486929	-2.00667972688275	-0.91360160869002	-0.0138560698346182	-1.2828884868379	1.00682670144725	-0.95065523328347	0.698927053921715	0.684142417494484	-0.071406168106608	-0.328149438447432	-0.500178875143945	-0.460024970843898	0.834294190331878	0.0465095607130829	-0.753427027628031	1.72006392103934	-0.677666374232372	-0.181126230829274	-0.600809563236181
Hgf	ME1	0.957402766789136	-0.849073167508104	1.7203558802289	-0.0198886778949587	-0.380552266018721	0.534313588293125	-0.309597048814912	-0.0245274936893872	-0.994538578591241	-0.63512635446622	-0.0540184827222437	2.41966723321329	-0.922717333968122	1.72864005488144	0.230630220413811	-0.902406638864386	-1.49883652114194	0.756791313917414	-0.528109143236884	0.464573583286728	0.751532609350942	-0.664123981135832	-0.807705790790395	-0.972685771531436
Hp	ME1	-0.61267431807471	-0.61267431807471	-0.61267431807471	-0.61267431807471	-0.61267431807471	-0.61267431807471	-0.61267431807471	-0.595559988024679	0.0627963291381193	1.85378818324823	2.24309654871521	0.054696382141942	0.226341442264796	-0.454615668363486	-0.60229002697184	0.0837564688805488	1.33580476601325	2.77801006496482	-0.212343680157517	-0.194821019596518	-0.45191662150579	-0.61267431807471	-0.61267431807471	-0.61267431807471
Il6	ME1	0.016413721156661	0.0639703870447815	-0.467592781086751	-0.819293876273264	-0.705330892390804	-0.483337208965351	-1.35886581244311	-1.17432487133472	-0.899672925382308	1.10008131505954	-0.475802000344831	1.94803530741289	0.791735147066799	1.0120707054924	-1.09619417138097	-0.721389660381889	1.17457389261803	1.26804506579344	-0.239919596584372	2.22268287488833	-0.306397179466532	-0.685397913249022	-0.37576277853357	0.211673251284627
Kpna4	ME1	-0.315028034298635	-0.86707131547369	-1.01106330394124	-1.08367092403982	-1.46318063159426	-0.831238841934017	-0.882406969712211	-0.309158448132502	-0.173889850991714	2.18075948831548	0.435191739785426	0.937144992183161	0.392672957561454	0.548615085789876	-0.470207361746212	-0.306391110427287	0.182588911369606	1.16445425940586	1.37006457894447	0.520606546153306	2.13139368134956	-0.698671028874664	-0.744800812933893	-0.706713606758067
Lcn2	ME1	-0.554223508625062	-0.554223508625062	-0.554223508625062	-0.554223508625062	-0.554223508625062	-0.554223508625062	-0.554223508625062	-0.554223508625062	-0.293591850806431	1.74468977313649	1.50480812618755	-0.341932250638896	-0.0798211465551362	-0.112518394795539	-0.55317460840528	0.162805226600869	1.38374040737804	3.38187149893196	-0.322386191183651	0.150819839625257	-0.528851834599561	-0.554223508625062	-0.554223508625062	-0.554223508625062
Lig1	ME1	-0.677211536881773	-0.997289944080171	0.222728399673904	0.0507698053710475	-1.17502390993523	-0.16917350869697	0.24523002928166	-1.04286082030371	-1.21068792421505	1.02584606203669	1.41928274115354	0.696657450736347	0.964036324733806	-0.27962833825402	0.81937476452172	1.64765394758199	0.405670854642931	2.04424456819735	0.465773774975439	-0.850058466781597	-0.190630397552736	-1.48130336317475	-1.23449655400081	-0.698903959029611
Mapk1	ME1	0.512583421872715	0.38338794273175	-0.564803986982514	0.0904663692194513	-0.426130503473772	-1.65716900155269	-1.02748619479281	-0.806809528084638	-1.62256933495461	-0.248041332551535	0.549173568297748	0.317912202860676	-0.306831131116033	1.26113119631337	-0.614895412694444	-1.09412215232293	2.05997897358076	0.0818578491274286	1.06836580106915	1.79682375482344	1.21891930438028	-0.238879784779179	-1.01463608347064	0.281774062499032
Mgst1	ME1	-0.733794010284913	-0.318874279384368	-0.733794010284913	0.39116795276796	-0.603518395017718	-0.733794010284913	-0.733794010284913	-0.733794010284913	0.492396404284214	3.23729299098782	2.04341152372147	-0.199556418101268	-0.0941623210548207	0.280590368683822	-0.733794010284913	0.0223301652610371	1.57622345385176	0.0866741678899217	0.11038181252856	-0.498711040956271	-0.112006763593931	-0.588424147182211	-0.688657402691594	-0.733794010284913
Mmp9	ME1	-0.744011946946751	-0.744011946946751	0.281119046838044	-0.744011946946751	1.36177142999673	-0.744011946946751	-0.286066296889535	-0.744011946946751	-0.744011946946751	0.253273288716653	2.11498910882195	1.35011297213244	-0.00182707922440038	2.02514310114368	-0.744011946946751	-0.744011946946751	1.230539281613	1.34645467977076	-0.744011946946751	-0.00335422261156527	-0.744011946946751	-0.744011946946751	-0.744011946946751	-0.744011946946751
Mpv17l	ME1	-0.148259230125897	-1.38009333396495	0.858127523083223	-0.0334454057546939	-0.692588250924407	-0.945755349241391	-0.842895302549647	0.0685231237604536	0.231062941035351	1.10570449025214	-0.489544457866522	1.60124692630794	-1.02509624147677	-0.176861198239361	-0.298016319574163	-0.314136438289989	0.456432806262908	1.41471589757145	2.71603021158838	0.357354541294618	0.346558865891906	-0.561977229346067	-1.45704513182979	-0.79004343786472
Oser1	ME1	0.0421368347698122	1.16243861025537	-0.903205932210554	-1.48982932650639	-0.471492401327844	-0.670583058795943	-0.48971342426385	-1.54716998940592	-0.229139775570517	-0.0126996917226788	-0.179400124137534	-1.32267455669291	1.0320141612589	0.435199755873502	-0.317053188419103	-0.111488051606339	-0.443473760266879	0.288914026963845	1.209506512024	2.77679880117975	0.926838250656502	0.946703363260816	0.273297293224015	-0.905924328540054
Prkn	ME1	1.3184259608034	-1.42393241373338	-0.805392394004236	0.429375447175582	0.820215735985789	-0.240929001279628	-0.0311649869585849	-1.04384360105883	-0.929509831162096	0.177167637910738	0.475210629752976	2.21252723810353	-0.74106840340909	1.08826991343779	1.48311333819353	-0.641752018968762	-0.059098789013336	1.49304250037496	-0.0240817443331705	0.179992500645783	-0.530542213893158	-1.24058122931436	-0.665975974506469	-1.29946830074898
Pdcd10	ME1	0.951798994881135	0.105864654437854	-0.753007974267598	-0.514336036481628	-0.695554438850501	-0.369747710008781	-1.14147653614506	-0.308089867826949	-0.497873235954942	1.5824895621635	1.20609894046533	0.707118608322035	-0.162827448974935	1.0460739872693	-2.00875994341818	-1.18195982185561	0.306955253824918	0.587310409624629	0.578746505795012	0.0630187422215327	2.38676633392409	-0.918524975661153	-0.181568065683119	-0.788515937800882
Ppp1r15b	ME1	-1.54886372496804	-1.76620539829178	-0.0157546642125047	-0.198003877943344	-0.177747018258089	-1.12109765908307	-1.03243279686955	-0.630805225417993	-0.767207525228551	1.13376491759188	1.01815244659448	0.0851912768160242	-0.242926619423009	1.16071049813171	0.199153296298709	0.0756556778907241	0.358392946972216	1.80353336092473	0.412187765047701	1.61250892444654	1.53646830275333	-0.469709066458736	-1.24743237108694	-0.177533466226445
Prdx3	ME1	1.48815379115203	0.957685726911804	-0.474768809882953	-1.3193550528691	0.115632436709033	-0.986025806245955	0.35441638568248	-0.89884870159213	-0.494237679222645	1.12044079306067	-0.996197519906524	1.90131522536364	-0.0368882599951765	0.0580633709524472	-1.15640628314283	-1.2811424194557	0.821754231403788	0.0932995027369391	0.354330158214937	0.990028167188791	1.58964971448481	-1.20976789693761	0.0617445164192254	-1.05287559102998
Rnf146	ME1	0.415586231583805	0.570671693385773	-0.885819979494356	-1.69031228230621	-1.70688235838786	-0.87377727180968	-0.707464954609499	-0.0834451242492767	-0.70422332109502	1.54889171563139	-0.191474521065763	2.33007576985936	-0.083058521166566	1.55532127555838	-0.94923461066781	-0.360538083098336	0.662073297679122	0.758491419068452	0.226541914744263	-0.331003044859474	0.582728487901985	0.70810784137845	0.118643687792397	-0.909899261773522
S100a8	ME1	-0.530230459378259	-0.530476916016065	-0.530476916016065	-0.52878345379429	-0.530476916016065	-0.530141519140456	-0.530476916016065	-0.530476916016065	-0.266940371799372	2.9495823543605	1.07756008049647	-0.325309320857515	-0.212135109188116	-0.135119172083792	-0.530476916016065	-0.150421244944916	1.32749057876189	2.74230155090066	-0.345246827353605	0.0170674735435255	-0.315382315378141	-0.530476916016065	-0.530476916016065	-0.530476916016065
S100a9	ME1	-0.535495246631168	-0.533946616151691	-0.536331842848994	-0.536331842848994	-0.536331842848994	-0.536331842848994	-0.536331842848994	-0.536331842848994	-0.204391096985586	2.63977135528102	1.17457552343898	-0.356158128600532	-0.0976854370015592	0.00542711552906651	-0.53600346041022	-0.174687209807879	0.918626229149768	3.14731807547233	-0.297767662247628	0.067898046089671	-0.390494901483624	-0.536331842848994	-0.536331842848994	-0.536331842848994
Slc7a11	ME1	1.67018560724677	0.860306501973383	0.468168605109214	0.0746441706188055	-0.146605205477761	-1.31842566237881	-0.562485900787202	-0.96554452190065	-1.33494312861804	-0.209239735323374	1.3412327247052	0.917515029345645	-0.293801575926516	0.565280102271401	-0.522481847323978	-0.413720211542541	-0.427757273173746	-1.09010148640417	-0.655959054201171	2.33650471339316	1.49088477529107	-0.593506513103653	-1.02897422583938	-0.161175887953644
Stk26	ME1	-1.22945076281872	-0.248091978196838	0.982020419071886	1.08261284739556	-0.30591072147013	-1.24723449646763	-1.46402710086851	0.0234120662355154	-1.03155833452239	1.52708351922216	-0.314273779954864	-0.134340938924144	0.056284887091602	-0.248013816731976	0.901797134773927	1.48723123247967	1.0272142119065	1.94248054080346	-0.463154980679619	0.289285940922368	0.40565893580662	-1.57688185047023	-0.88608244177107	-0.576060532833159
Tgfbr2	ME1	-1.26869710799378	-1.72600690473108	0.242647580656242	0.0614994424391991	-0.140637699137704	-1.79650617055946	-1.55270752694394	-0.425257282098	-0.00401568215406041	0.424718714454819	1.1919702469971	0.987155026887422	0.00996869452335873	0.195247697988966	0.770026252685609	0.657034804832357	1.32198454747118	0.841514519267886	1.28486800766901	0.951401700850784	0.773587460440996	-0.920458142649939	-1.50874113065915	-0.370597050237819
Tlr4	ME1	-0.598780118056911	-0.83034673756863	-0.0123125960254783	-0.833126690563302	-0.927789889126073	-0.976445663509649	-1.21814396800454	-0.84932417950154	-1.2521308546244	1.03199248982551	1.57118854574096	0.172300825863051	-0.103745931824742	1.91758519346705	0.0418316368884492	-0.712853933458321	-0.375973617937756	0.82436476815318	1.25172655955142	1.54548882501332	1.57431778644895	-0.132941269931739	-0.663597541346492	-0.443283639472328
Tlr5	ME1	-1.11613028496158	-1.8929129437241	-0.582002938158979	-0.372183852951916	-0.455435936963272	-0.173358345259094	-1.17383419798744	-0.893571289593146	-0.0560157776661605	1.8944178727425	0.0525831803514652	-0.00719714771767098	-0.500706751482008	-0.971882127294928	0.859540222220854	0.358572046830348	0.664732837515158	2.16356852385854	1.17589241763736	0.266149722445977	0.0244907567492825	-0.0176366485834589	-0.798661434108042	1.55158209610032
Top2b	ME1	-0.797226232207926	-1.39449728679049	0.261393489034012	0.633560641448002	-0.491658851595445	-1.83670608482318	-1.15131216034536	-0.86512179222586	2.1026212222521	0.021538106392138	-0.0892905727695172	0.212926929467549	-0.588672579691801	0.989416543085307	0.39878994141396	0.0726655545714246	0.057645873885672	1.34963841268093	0.828799883720669	0.607514959607608	1.90961012850926	-0.508808704606602	-0.975276100625365	-0.747551320387081
Selenos	ME1	0.667874371624827	0.950462070488395	-1.05405221339222	-0.601020597032005	-0.199634885526614	-0.780953732079473	-1.26525283861865	-1.01624042674951	-0.482932589753652	0.499216457682245	0.326127213563462	1.75324027986032	1.94949528198755	0.282915783808656	-0.975502588439447	-1.39115123297359	0.531146267790226	0.374052040465459	0.586342191727584	0.708409005486256	1.61094976758148	-1.14196449661348	-0.212200766173996	-1.11932436471383
Wdr35	ME1	-0.0401708560334345	1.31460694586205	1.31403907038171	-0.396783008771194	-1.70710096014161	-1.24935853553028	-0.166446819720537	-0.551177248770819	-1.02028603042824	-0.85112243547101	0.913930573732345	-0.536270163369312	0.125134356459297	-0.552722880407867	0.586886125013831	0.110613779459585	0.217586847638654	0.346187868133692	1.20724432253447	2.71836463881782	0.32433019597484	-0.228103496662364	-0.744764232961121	-1.1346180557405
Zfp277	ME1	0.62117211273137	-0.953736166090377	-0.589588330970543	-0.288364934775375	-1.18472461437241	0.801912168917315	-0.649918406849393	-0.296227388900751	0.099991425332155	1.27013133160424	-1.35379597875624	-0.306595293897487	-0.69377485068831	-0.310634312853067	-0.883736058020273	-0.916438543827578	1.09403142823058	2.13587912857832	1.79905488015714	-0.473753470281921	1.84980849921284	-0.144974514582037	-0.0785244649811832	-0.547193644917014
Aatf	ME2	-0.20278264121435	0.291979661115848	0.444745228992907	-1.13706685821975	-0.349133699520849	0.575508217642006	0.850352717131614	1.25187644644859	-0.597696359321925	-1.01928414723808	-0.492900606834998	-0.232943546565718	-0.0931226236695222	0.970101136134171	-0.495167843638072	-0.481302120882615	-0.358438812873165	-1.32007086222581	-1.29601409413469	0.876342964649946	-0.469516788535543	2.72578721156738	1.58212987484742	-1.0233824536548
Ankzf1	ME2	-1.26724685996799	-0.151882926440859	-0.563331759928081	-0.285307221577392	0.730752147657429	2.51951903477905	-0.380022338284886	0.0960386206987939	-0.880041887486499	-0.51034660153898	-0.690093881634649	0.235546176996831	-0.654987676204858	-1.16480912992462	-0.281327816962867	-0.485327749068941	0.575377705218478	1.17717969245587	-0.556301859643212	-1.19873192509852	-0.513051609487134	0.850413640005002	1.85184354916199	1.54614067627604
Bcr	ME2	-0.756370694707034	-0.448374884888268	-0.635861176857426	-0.806985984800197	-0.618217609276632	0.835402856280066	0.402631755861207	-1.04982505288375	2.27207304435973	0.0159623716524533	-0.0304974620561365	-0.772103140282688	-0.486555740630533	-0.5695503627584	1.68456897477237	0.351711734648962	-0.296286721460641	-0.122609884936624	-1.56808436336043	-0.235569900346997	-0.67766360617062	1.15144925942871	0.0950466161587448	2.26570997225414
Cflar	ME2	-0.162914563469675	-0.0768347641189266	-1.24633666079188	-0.76979013795098	-0.392910559977453	2.3163490414592	0.988046815548649	0.412739563554908	-0.734411835750799	-0.0638010847037145	-0.383688366855721	-1.28346730205531	-1.00662445849776	-0.283143004494194	-0.424746386773941	-0.227400749163005	-0.880416571111127	0.135952610552837	0.240591156755237	-0.594994845737807	-0.594348621899002	2.24997509385907	1.40234125792272	1.37983437369868
Epor	ME2	-0.0839231159323633	-0.954953398485873	-1.0879005311471	-0.531388852438041	-0.7839393493932	1.04119181599575	1.24364280548338	2.16499617013386	-1.03772799971753	-0.943438272143879	-0.430760735224202	1.77808048366283	-0.22087951907388	1.14216708062379	0.407508400207578	0.271574102545907	-0.0934465349761482	-0.747962175261571	-0.856663483614598	-1.25826114521715	-0.645135265632367	-0.220257152260877	0.324229347180571	1.52324732468511
Fyn	ME2	-0.885319402057771	0.0402700675861271	-0.499348374481712	-0.119274723092759	-0.515353056567115	0.662521947669436	2.17864331131077	0.948555399915677	1.17499178226217	-1.06923239379325	0.0584660346343523	-0.635776877878255	-0.825253232647958	-0.521330502846707	-1.25799073472646	-0.322042749097109	-0.295839953879973	-0.758454408816289	-0.732431233502105	-0.0713531937207253	-0.933186951978242	2.44044201499419	1.2143581285905	0.723939102123208
Hdac4	ME2	-2.19957508624538	0.329121125729523	-0.226914396083502	-0.437094012192031	0.0175682256609084	1.13643772134064	0.0686759820290176	1.20263282749594	1.23145230044681	1.67518532670505	-0.444109436404686	-0.505529867975185	0.378451463290531	-0.910958966941496	-0.783346461600888	-1.09683591831074	0.444083846155833	-1.61984495615975	-1.00855349324248	0.0756778950590379	-0.289794765988824	1.55330566731545	0.994933910662978	0.415031069253241
Hmox1	ME2	0.181537491570975	-0.546366258675925	1.35221061109611	0.021740975240654	-1.52915931677789	0.146967010169088	0.33090987308554	0.474801823279267	1.32362068116335	-0.638212918266728	-0.157092100424306	-0.720715938948222	-1.16087315580856	1.45045324419311	0.167726555937625	0.131321224720894	-0.433921880373207	-0.505779148612385	-0.200001240510109	-0.382190390408572	-1.71812392433321	2.84820771847351	0.0594820568192762	-0.496542992610305
Hpgds	ME2	-0.145896906839381	-0.739804343937054	-0.589768507673979	-0.995710051043065	-1.42017363620591	1.58467145919298	1.47164992522285	-0.363555052443362	-0.293603283384332	-0.417143073193058	-0.74170855080218	-0.599422493755658	-0.696485240354675	-0.916034597886816	0.212110685364244	-0.301414251498143	-0.164954403136812	-0.354481327373294	-0.364084273957443	-0.29833838431673	0.380666199492978	1.95246245644182	2.10190252729033	1.69911512479669
Hsf1	ME2	0.082912616496532	0.648526953312453	0.618494523632091	0.888191618118525	1.60819128370143	0.889292249270107	0.636708281506542	-0.398615999654121	-0.700075505254948	-1.78227102429742	-0.884591700614723	-0.535982317464083	-0.779072274215083	-0.329325670008305	-0.340159207608708	-0.487584927640016	-0.199042591485691	-1.40585176258938	-0.84475537776565	-0.237807348633422	-1.17784986270181	1.54245719314707	1.49555343683874	1.69265741390987
Igf1	ME2	-0.714976018640936	1.9886106863645	-0.567056158189493	0.323651378286404	-0.281829924443197	1.15854385913758	0.91769276147046	0.763832253354766	0.996694871458441	2.51635019276975	-0.542598794295464	-1.01690694122968	1.20113790883107	-0.563640957905749	-0.744017901783298	-0.422415939715488	-0.49189776773664	-1.06023887952123	0.100790882017748	-0.502513112129606	-0.95096720870853	-0.734514444237836	-0.465322464848797	-0.908408280304772
Kcnc2	ME2	0.16208275478108	-0.742778975641542	-0.639376676419212	1.1224771238199	-0.742778975641542	1.17821194556722	1.77005427020688	0.416250516755509	0.421632324672147	-0.687909755659836	-0.742778975641542	-0.742778975641542	-0.742778975641542	-0.742778975641542	-0.657536218251551	-0.592334931127189	-0.712137767804431	2.97107666976375	-0.742778975641542	-0.742778975641542	-0.536586678915296	0.522639920163014	0.334906519140012	0.868781788440338
Kdm6b	ME2	-0.328075664407445	0.208418695554803	-0.504196276401656	-0.525705483235506	-0.217531127385518	3.36415889689194	0.618951851860491	1.48226582931251	0.591921101564105	-0.752073679384104	-0.512633680305793	-1.056574606515	-0.868468078887545	-0.26484819997018	-0.15254751507953	0.109301278799756	-0.479743226561912	-1.16391056177802	-0.319354459854794	-0.952026530011325	-0.745743618654908	0.807074321467701	0.968165741230708	0.693174991751218
Mapk14	ME2	0.373318986264374	-0.393734327114965	1.24996924229239	0.345046323867869	1.51229633344708	1.09282963868299	0.573495229835271	0.662200219799193	-1.39280165977003	-1.25057005440149	-0.115074494692344	-0.33627364364695	-1.13764039320799	-0.774610399547864	-0.234284880689495	-1.16635959317236	-1.24387455548548	-1.48651501896799	0.475029279671497	-0.27877622437079	-0.502533750242596	1.08263545007263	1.54604655545305	1.40018173592401
Pdgfb	ME2	-0.257984202224234	-0.302578113515641	-0.484781521459704	-0.0332509721940326	-0.191130427183097	1.16090006016605	0.770027501194104	0.839294017937042	1.63081040143406	-0.951906962055952	-0.147110239815162	0.216577488000846	0.12019484674208	-0.809055365928198	-0.0957522753085257	1.05742879965863	-1.64939386876651	-0.370532730862505	-0.742668822369791	-1.36469837939813	-2.02662518714378	1.82249372133985	0.625938048998038	1.18380418275455
Plau	ME2	-0.77503097926427	-0.613387596064682	-0.775192112960522	-0.875318126965648	-0.000671992036109975	0.252179151510947	1.76955698398188	0.42735726139966	0.825195149703873	-1.80725648450609	-0.481213543618209	-1.41868682481851	-0.436359564534253	0.14027372867187	0.95576470541021	-0.482210940376247	-0.210810138926465	1.45094391382269	-0.20633748012026	1.68456055168769	-0.437844987359305	-0.704511085727552	-0.266428619038091	1.98542903012741
Rhob	ME2	-0.144870050843632	0.742587721450317	-0.7508114691475	-0.0570691383330024	1.44961722234281	0.754020242642296	1.61807584872738	1.05123500053466	0.351647363231634	-0.741307285297295	-0.81621430860669	-0.2622436673432	-0.24694255194595	0.108854904701597	0.088102503794929	0.314642278100282	-1.34232341819085	-1.61219476491338	-1.59005368698681	-0.996451340369946	-1.33193361717485	0.795377202368528	1.55726733110341	1.06098768015528
Smpd3	ME2	-0.142964370819819	-0.301817009269427	-0.387190787743822	-0.991225341370256	-0.520975795043634	0.626451513045523	-0.0376922652297735	-0.371734820210506	2.91326196147246	-1.17007917164738	0.712925025791095	-0.419573761580847	-0.106817029380034	-1.11988560984316	-1.00925799223852	1.16693628163591	-0.649760780789362	-0.0538878616716889	0.0305680647470877	-1.20092180309983	-0.22733571322262	0.872029408228071	1.97942132695526	0.409526531285267
Stk25	ME2	-0.249542958170048	0.23947805552866	0.430283467982354	1.34197300393527	-0.0630934202910813	1.45704822808516	0.298736424808975	0.429383254919422	0.465566437730992	-1.58716957689689	-1.35906706855675	-1.42439015814737	-0.482441216525852	-2.34263869009654	0.416201189457941	0.777974383662242	0.733680109752459	0.159271723498157	1.51521199537261	-0.249886345567221	-1.4324140466014	0.045221417948251	0.538328399093205	0.342285389077459
Syk	ME2	-0.486274664025994	-0.791585799227293	1.78366490358984	0.674203235956286	0.499084984505193	0.552980097860376	0.855199530359992	0.682247995643152	-0.785026221980147	-1.06948346251309	-0.936279688448531	-1.3102210443999	-1.25388262221107	-0.25786132610827	1.04253055208618	0.593178105127595	-0.401439856046191	-0.820940473884223	-0.606301900055679	-0.987137744908469	-1.09423047030216	1.80235540358265	1.24514435536825	1.07007611003151
Zc3h12a	ME2	-0.439957310579557	-0.597545666750944	-0.735448114789712	-1.11030663285423	-0.0694500003643861	1.29053607671238	0.77344319099132	1.08662037782446	0.80068767560314	-1.14379385238642	-0.729729632591337	-0.136087056680143	-0.356379551683766	-0.702679154494637	-0.4077481368704	-0.194109306030032	-0.892976028923675	1.35775353775224	-0.786541817461814	-1.10128832965044	-0.674172528577181	1.84571819314117	0.657210208959683	2.26624385970429
Agap3	ME3	-0.0674620870407107	0.872864093686919	0.673322651358664	1.64157408676295	2.14772954137832	0.788596645325206	1.18675955413978	0.35689685921078	-0.214554657903916	-0.724793879540502	-0.927137729142803	-1.27256264181313	-0.403786417871038	-0.525209322867237	0.807616888351126	0.223035357101539	-1.38953225572601	-0.84393707132676	-1.16931328779962	-1.20679648345264	-1.39530527114116	0.561399849589887	0.3797258771688	0.500869701551546
Akt1	ME3	0.0425390433531551	0.815304233429575	1.8245482039876	1.7856427807907	2.29632054980129	-0.0914797317454151	0.310710747387333	0.380716953133124	0.477563080509787	-1.66069308661009	-0.254267256903962	-0.247955092294757	0.0245514536833994	-0.102393176455204	0.230203632464327	0.441586504619755	-0.702926223334223	-1.44377325170048	-1.13599678751868	-0.980448289208667	-1.24699578385528	-0.465621811459616	-0.519747280211447	0.222610588137777
Apex1	ME3	1.78206417959932	1.74994552737351	0.793599905432541	0.158943242624716	0.725563696860505	-0.692033304514663	-0.776853325718144	0.475018426802655	0.763236006727786	-0.504924919848533	0.220838062564215	0.0121409308210303	-0.351757912578479	-1.68475540624537	-1.18217936816069	0.687809759956602	0.100141260174518	-1.59461024184296	-1.64545366054907	0.568863438422059	-0.575916862659918	-0.637580544669265	1.48894040463217	0.118960704795472
Btk	ME3	2.06137135472892	-0.677266167096554	-0.331015701245192	-0.458667879752878	1.00987333167245	0.514405194802702	0.186818269012327	0.452357734613231	-1.01500565852832	-1.19445927399997	-0.998614044844091	-0.357756147936801	-2.05519212132377	-1.03097976600934	0.479186395207888	0.000786378718455767	1.05614210199644	-0.562691254791518	-0.553270566666582	0.286160506133816	-0.0866806088708153	0.903373170024197	0.212213545001248	2.15891120915415
Capn1	ME3	1.9010956684223	1.62735333193828	1.61142887817101	1.20311006931702	1.10279016626914	0.445645272301024	0.0763115840945647	1.59703129348619	-1.02527096606212	-0.544231900154254	-0.900481375655463	-1.08518062054584	-0.204059076725686	-1.24959965405008	-0.0468368076448573	0.240906005896758	-0.108518934947001	-0.50241462769543	-0.965275970650213	-0.891004742133779	-1.11246751182253	-0.343505715906357	-0.547271222232598	-0.279553143670073
Casp6	ME3	-0.37182316204655	1.24484868207738	0.519762147673219	2.9858728230063	0.243005770428409	1.19148146947313	-0.0681896430226255	0.815996880539895	0.395748824800099	-0.650321221865947	-0.071011805985047	-0.935060808418253	-0.504963870706565	0.767264235350586	0.216429692584789	-0.667214146131967	-1.43157497572753	0.0272009549346373	-1.43374632351168	-1.57927386292599	0.169030100291853	-0.602794857842462	0.14977911909695	-0.410446022072619
Foxp1	ME3	0.953502233745324	1.55307439992801	1.81084899845065	0.432909604796633	1.65261990492884	-0.0747748573819143	0.105051288876564	-1.34601778614639	0.330616895503888	-0.704604853242201	0.189986450152341	-0.26156131943587	-0.375103975489661	1.5597034097859	0.803337299466553	-0.0429014525117154	-1.51969314471763	-0.513195916463104	-0.85047418732277	-1.58986527033867	-0.81073414979553	0.141537132618924	-1.02023182858175	-0.424028876826429
Gnai2	ME3	0.807790614091048	0.492904120017184	0.392349441327128	1.10612483113989	1.31279731497595	0.157860857838606	0.53849565890982	-0.159482202124017	1.71464779120178	-0.978977728182005	-0.952512671340679	-0.882127724815882	-0.387242389428646	-1.07479169003915	0.502250323085814	1.41897997223251	-0.787649394274109	-1.34952926353304	-1.25085571993653	-1.28688211619622	-1.41350875390249	0.257332440292103	1.15811615635492	0.663910132306024
Grb2	ME3	-0.10319758541296	0.113889837373524	0.171585712458301	1.21459446184448	0.321381350142761	-0.320804434795867	0.481706163942524	0.551934884125423	0.596190331235695	-2.49571749306632	-0.0613523601865861	-0.029474943446155	-0.136793024792329	0.495901286471839	1.35735783912056	1.6119011656495	-0.980485087744227	-1.59938454949377	-1.47907919301867	-0.993845488208353	-0.459317318917125	-0.0934674044657868	0.272463383335894	1.56401246784763
Gss	ME3	1.12848304028311	2.13583944678067	1.4052052301723	0.0421478516501218	0.940789957763342	-0.539755427504604	-0.955886238560487	-0.42664716892146	-0.641951363154804	-1.2814486783364	-1.27900999223081	-1.43850549307565	-0.514298905555871	-0.501856510122116	1.40054319469482	0.692166110850551	-1.27249411276147	-0.605162559181962	1.28538777390865	0.266241732277938	-0.306046148576165	0.455082688833624	0.314147373129784	-0.302971802363122
Idh2	ME3	-0.507722747368846	0.454036544877488	0.970606722318956	1.08100802658886	2.06996103516328	0.574159953963999	1.17944244045623	0.28878598804643	-0.0857131092404909	-0.697049009072523	-1.12519758664925	-1.3270021875063	-0.110126775949696	-1.71509938727041	0.251843623880686	0.540763543852481	-0.377255366683694	-1.42757152492411	-0.787740552568904	-0.650987244736443	-1.18393437471285	0.218788073797437	1.05338314565801	1.31262076807967
Ier3	ME3	0.12125145073555	1.06364683076	0.3349699426175	2.50950817149888	2.66082213759889	0.610649551429538	-0.105483964975903	0.349218123250128	-1.52095706122765	0.202900632172894	-0.744487210497364	-0.668944909535003	-0.993002577002952	-0.485403497713818	-0.77220841977933	0.325239076627766	-0.0544428661343514	-0.123653994045125	-0.682852814518826	-1.23963889879081	-0.56460606424821	-0.201511303538862	-0.324616735069324	0.303604400386379
