genes_in_mod	GF_104w_M_1_2	GF_104w_M_2_2	GF_104w_M_3_2	GF_104w_M_4_2	GF_104w_M_5_2	GF_8w_M_1_2	GF_8w_M_3_2	GF_8w_M_4_2	SPF_104w_M_1_2	SPF_104w_M_10_2	SPF_104w_M_11_2	SPF_104w_M_12_2	SPF_104w_M_13_2	SPF_104w_M_14_2	SPF_104w_M_2_2	SPF_104w_M_4_2	SPF_104w_M_5_2	SPF_104w_M_6_2	SPF_104w_M_7_2	SPF_104w_M_8_2	SPF_104w_M_9_2	SPF_8w_M_2_2	SPF_8w_M_3_2	SPF_8w_M_4_2
Arf4	ME1	1.24659207377476	-0.790588020957045	-0.904105201203336	-0.654704771810587	-1.01261380933014	-1.03187236427227	-0.938451878232315	-0.870230424153438	-1.28375360930246	0.658154481239166	0.802652858285656	0.340321482170987	0.917193588525652	0.62482048120625	-0.420858408678279	-0.986333807908379	0.953966226138345	0.81480407960847	0.567785508444484	1.13430113526343	2.53434274591539	-0.382642770813486	-0.627475917480534	-0.691303676430305
Atg5	ME1	0.0951177897187908	0.427917246700869	-0.948458679234149	-0.833589703858257	0.246239754201171	-1.25910967609814	-0.88903634092075	-1.43581853936772	-1.12635377770424	0.830360658616904	0.353802882923448	0.637694973155076	1.09454385008763	1.98510067842899	-0.562355321223014	-0.925026809951425	0.553140674097001	1.02357941258103	1.03005431359331	1.02214015778782	1.18083895245533	-1.00578505986292	-0.0648878006982935	-1.43010963542844
Atp7a	ME1	-1.21211989355154	-1.30555904298195	0.346721942982024	-0.587648841192479	-0.311061590628374	-0.893254281657292	-1.09844427812241	0.736434603305442	-1.06097314745067	1.6140936114529	0.845722494748953	0.0481582086691394	-0.399579003896583	0.870423803273782	-0.755426923533294	-0.716758856172443	-0.231443656431697	1.96506899749239	1.24130551603268	0.879404944975841	1.30248138204241	0.105127547841419	-1.52026860883019	0.137595071631961
Cd177	ME1	-0.548045268127822	-0.548045268127822	-0.548045268127822	-0.548045268127822	-0.548045268127822	-0.548045268127822	-0.548045268127822	-0.548045268127822	-0.355592267951535	1.08622645303243	2.09656645330491	-0.505145451233347	0.155930913850971	0.123967454730466	-0.544604965815377	0.046986556137201	1.5888770580514	3.20736674743589	-0.539203333031015	0.181880837450314	-0.514758506556273	-0.548045268127822	-0.548045268127822	-0.548045268127822
Clcn3	ME1	-1.02627642785579	-1.21799267995124	0.0632983585894588	-0.227529782374545	-1.15312541341062	-0.340456709982951	0.0709892836420924	-0.49436997803425	-1.36345590379828	1.01122159491548	1.14033137607509	0.207322052465792	-0.331125954765354	0.815400386870107	-0.810500504586673	-1.00954956154895	0.7320265143038	2.18834880873781	0.0776781495352611	0.462482270657312	2.41390777815207	-0.733529376924023	-0.322254456693812	-0.152839824017794
Crk	ME1	-0.177832113986845	-1.65237146221132	0.271708708030427	-0.550347533334348	-0.553752471075972	-1.57776523055695	-0.852237987869057	0.0463249918681829	-1.16418474278846	0.995486627659198	1.77985637516987	0.213382218890536	0.126713712829756	1.65740991339742	-1.0797856283685	-0.983176219676628	0.537872903687498	1.08029924388851	0.594120737271581	0.692968190362317	1.56899063897811	0.0260510184815142	-1.06104263822611	0.0613107475792516
Ect2	ME1	-0.124132432327334	-0.841050215454609	-0.19768162834754	-1.21349930377913	1.02898305680998	-1.23803091143361	-1.23803091143361	-0.531291160079123	-0.253547445659113	0.558835021049101	0.391622385704645	0.713777292956123	-0.883582553248533	-0.96784742646642	1.78894381700158	2.73899663606565	-0.464291621285691	0.597650347812858	0.822133061178187	-0.0384620139430642	0.633121089102173	-1.10964493855314	-0.12186143633169	-0.0511087093376689
Esr1	ME1	-0.444940751538599	-1.18904708971364	1.40443726725852	-0.894963388211433	-0.981930657446474	-0.650379521326778	-1.20017197341923	-1.5455400025562	-0.384074095471612	0.802760075104497	0.106808748594556	1.09229161937099	0.632278043191644	1.98838258286558	0.121060317981763	-0.505519575602868	0.224918493577706	0.62707152526692	0.281886048529818	2.00375728055573	0.723139766930046	-0.653619516445931	-0.973372627343167	-0.585232570151831
Foxo1	ME1	-0.86278575405984	-0.406487206953859	-0.551533647927613	0.113202821457878	-0.940516942943548	-2.10550809349772	-1.11883997080186	-0.447014585019949	-0.992427158029302	0.269038370912837	1.54329653206477	1.4085840295222	0.864641129079987	1.24644402104662	-0.121521349371178	0.928355227978494	-1.16499084974748	1.4539495310647	0.673552660552708	-0.909906069043866	1.10488246620644	-0.392532555884147	-0.105858092951678	0.513975486345413
Glrx2	ME1	0.286885000929352	1.44333498916568	0.769289041459091	-0.505411365625521	-0.914986434031684	-0.0618849112575715	-0.84662484501748	0.376008910066015	-1.47052406784414	0.626334492827818	0.829175866131763	0.451438309765849	0.206332271911392	-1.0635024356822	-1.37262750793354	-1.35461362525746	1.19949484123505	0.102733677500317	0.926517980736596	-0.76950783181861	1.3261479573053	-1.31175312464551	-0.647347435257648	1.77509024533714
Gls	ME1	-0.63813700999552	-0.897873238493844	-0.342782349297191	-0.905716227119125	-0.856620949441805	-0.957594840717935	-0.679050459360583	-0.546635254458612	-0.956328040779699	0.978324292334909	1.48998600101169	0.930412641910759	1.30153395988836	1.45149177806951	-0.430278874457273	-0.737872765605921	-0.45480952272662	1.02223742927799	0.0167576551689431	1.32523383613203	2.06805996263714	-0.69198008011198	-0.545944733469839	-0.942413210395393
