genes	module
Cd177	1
Cd180	10
Cd1d1	0
Cd200r1	1
Cd200r4	10
Cd209a	1
Cd22	5
Cd244	10
Cd24a	1
Cd274	8
Cd276	0
Cd2ap	4
Cd2bp2	2
Cd300a	0
Cd300lb	3
Cd300ld	8
Cd300lf	4
Cd302	1
Cd320	5
Cd33	1
Cd34	8
Cd36	1
Cd37	5
Cd38	1
Cd3eap	3
Cd40	10
Cd44	10
Cd47	1
Cd48	1
Cd5	0
Cd52	10
Cd53	1
Cd55	0
Cd5l	0
Cd63	10
Cd68	5
Cd69	0
Cd72	0
Cd74	8
Cd79b	3
Cd80	1
Cd81	8
Cd82	5
Cd83	1
Cd84	1
Cd86	1
Cd9	8
Cd93	1
Cd99l2	8
Cdadc1	2
Cdan1	2
Cdc123	7
Cdc14a	1
Cdc14b	0
Cdc16	5
Cdc20	5
Cdc23	3
Cdc25a	3
Cdc25b	0
Cdc26	0
Cdc27	0
Cdc34	3
Cdc37	3
Cdc37l1	4
Cdc40	1
Cdc42	1
Cdc42bpa	4
Cdc42bpb	2
Cdc42ep1	5
Cdc42ep3	8
Cdc42ep4	5
Cdc42se1	3
Cdc42se2	1
Cdc45	1
Cdc5l	3
Cdc6	1
Cdc7	0
Cdc73	1
Cdca2	0
Cdca3	0
Cdca4	1
Cdca5	0
Cdca7	0
Cdca8	0
Cdh23	5
Cdh5	0
Cdhr1	0
Cdip1	1
Cdipt	5
Cdk1	0
Cdk10	2
Cdk11b	2
Cdk12	4
Cdk13	2
Cdk14	0
Cdk16	2
Cdk17	1
Cdk18	0
Cdk19	1
Cdk2	0
Cdk20	9
Cdk2ap1	3
Cdk2ap2	9
Cdk4	7
Cdk5	2
Cdk5r1	2
Cdk5rap1	3
Cdk5rap2	6
Cdk5rap3	3
Cdk6	4
Cdk7	4
Cdk8	2
Cdk9	3
Cdkal1	3
Cdkl3	0
Cdkl4	0
Cdkn1a	0
Cdkn1b	2
Cdkn1c	3
Cdkn2aip	4
Cdkn2aipnl	1
Cdkn2b	9
Cdkn2c	0
Cdkn2d	5
Cdkn3	0
Cdpf1	0
Cdr2	2
Cds1	0
Cds2	1
Cdt1	0
Cdv3	4
Cdyl	8
Cdyl2	4
Ceacam1	3
Cebpa	3
Cebpb	3
Cebpd	3
Cebpg	4
Cebpz	3
Cebpzos	7
Cecr2	2
Hdhd5	2
Celf1	4
Celf2	1
Celf4	5
Cenpa	0
Cenpb	6
Cenpc1	4
Cenpe	0
Cenpf	0
Cenpi	0
Cenpj	0
Cenpk	1
Cenpl	1
Cenpn	0
Cenpo	5
Cenpq	7
Cenpt	0
Cenpv	9
Cep104	6
Cep112	4
Cep120	6
Cep128	0
Cep131	2
Cep135	4
Cep152	1
Cep162	2
Cep164	2
Cep170	1
Cep19	0
Cep192	4
Cep250	2
Cep290	4
Cep295	2
Cep350	2
Cep41	8
Cep44	4
Cep55	0
Cep57	0
Cep57l1	2
Cep63	2
Cep68	0
Cep70	7
Cep72	2
Cep76	1
Cep78	3
Cep83	4
Cep83os	1
Cep85	0
Cep85l	4
Cep89	3
Cep95	4
Cep97	0
Cept1	1
Cercam	3
Cerk	6
Cers2	8
Cers4	5
Cers5	1
Cers6	1
Cetn2	1
Cetn3	1
Cfap20	2
Cfap36	2
Cfap74	2
Cfap97	1
Cfb	0
Cfdp1	7
Cfh	1
Cfl1	5
Cfl2	4
Cflar	2
Cfp	0
Cggbp1	1
Cgref1	2
Cgrrf1	7
Ch25h	0
Chac2	10
Chad	0
Chaf1a	0
Chaf1b	1
Champ1	8
Chchd1	7
Chchd2	7
Chchd3	7
Chchd4	7
Chchd5	9
Chchd6	3
Chchd7	7
Chd1	0
Chd1l	3
Chd2	4
Chd3	2
Rnf227	1
Chd4	2
Chd6	4
Chd7	2
Chd8	4
Chd9	4
Chek1	1
Chek2	0
Cherp	6
Chfr	0
Chic1	1
Chic2	1
Chid1	2
Chil1	1
Chil3	1
Chka	0
Chkb	2
Chm	1
Chml	1
Chmp1a	3
Chmp1b	1
Chmp2a	9
Chmp2b	1
Chmp3	8
Chmp4b	7
Chmp5	7
Chmp6	3
Chmp7	5
Chn1	0
Chn2	3
Chordc1	0
Chp1	1
Chpf	3
Chpf2	6
Chpt1	4
Chrac1	7
Chst1	10
Chst10	0
Chst11	0
Chst12	5
Chst14	0
Chst15	1
Chst2	5
Chst7	3
Chst8	5
Chsy1	8
Chtf18	0
Chtf8	0
Chtop	2
Chuk	4
Churc1	7
Ciao1	0
Ciapin1	3
Cib1	9
Cib2	0
Cic	2
Cinp	0
Cipc	0
Cir1	3
Cirbp	0
Utp4	8
Cisd1	0
Cisd2	1
Cisd3	5
Cited2	0
Ciz1	2
Ckap2	1
Ckap2l	0
Ckap4	5
Ckap5	0
Ckb	3
Cklf	1
Cks1b	7
Clasp1	4
Clasp2	4
Clasrp	2
Clcc1	5
Clcf1	2
Clcn2	3
Clcn3	1
Clcn4	8
Clcn5	1
Clcn6	0
Clcn7	8
Cldn1	1
Cldn12	1
Cldnd1	1
Clec12a	1
Clec16a	4
Clec1a	10
Clec1b	10
Clec4a1	0
Clec4a2	4
Clec4a3	4
Clec4n	0
Clec5a	4
Clec7a	10
Clgn	2
Clic1	3
Clic4	1
Clic6	0
Clint1	1
Clip1	2
Clip2	6
Clk1	2
Clk2	2
Clk3	3
Clk4	2
Cln3	5
Cln5	8
Cln6	5
Cln8	8
Clns1a	1
Clock	4
Clp1	1
Clpb	3
Clpp	9
Clptm1	8
Clptm1l	8
Clpx	6
Clstn1	6
Clta	9
Cltb	5
Cltc	1
Clu	0
Cluap1	2
Cluh	0
Clybl	7
Cmas	5
Cmc1	7
Cmc2	0
Cmc4	7
Cmip	3
Cmklr1	4
Nat8f1	0
Cmpk1	1
Cmpk2	10
Cmss1	0
Cmtm3	5
Cmtm4	4
Cmtm6	8
Cmtm7	9
Cmtm8	9
Cmtr2	8
Cmya5	2
Cnbd2	2
Cnbp	1
Cndp2	5
Cnep1r1	1
Cnga2	2
Cnih1	1
Cnih4	1
Cnksr3	0
Cnn2	0
Cnn3	0
Cnnm2	6
Cnnm3	0
Cnnm4	0
Cnot1	4
Cnot10	2
Cnot11	0
Cnot2	6
Cnot3	6
Cnot4	1
Cnot6	1
Cnot6l	1
Cnot7	1
Cnot8	0
Cnp	5
Cnppd1	3
Cnpy2	7
Cnpy3	3
Cnpy4	0
Cnr2	1
Cnrip1	0
Cnst	6
Cntln	4
Cntn1	0
Cntrl	2
Cntrob	2
Coa3	9
Coa4	2
Coa5	1
Coa6	7
Coa7	0
Coasy	3
Cog1	6
Cog2	6
Cog3	6
Cog4	6
Cog5	0
Cog6	1
Cog7	3
Cog8	6
Coil	0
Col14a1	3
Col15a1	2
Col1a2	0
Col23a1	6
Col25a1	0
Col27a1	2
Cert1	4
Col6a3	8
Col8a1	0
Colec12	0
Colgalt1	1
Commd1	0
Commd10	1
Commd2	7
Commd3	7
Commd4	9
Commd5	5
Commd6	7
Commd7	7
Commd8	1
Commd9	5
Comt	3
Comtd1	9
Copa	8
Copb1	1
Copb2	8
Cope	3
Copg1	6
Copg2	0
Coprs	1
Cops2	0
Cops3	1
Cops4	10
Cops5	4
Cops6	10
Cops7a	0
Cops7b	0
Cops8	5
Copz1	0
Copz2	2
Coq10a	3
Coq10b	1
Coq2	0
Coq3	1
Coq4	3
Coq5	0
Coq6	2
Coq7	7
Coq9	3
Coro1a	5
Coro1b	3
Coro1c	5
Coro2a	5
Coro7	5
Cotl1	3
Cox10	5
Cox11	4
Cox14	7
Cox15	1
Cox16	7
Cox17	7
Cox18	3
Cox19	9
Cox20	7
Cox4i1	7
Cox5a	7
Cox5b	7
Cox6a1	7
Cox6a2	10
Cox6b1	7
Cox6c	7
Cox7a2	7
Cox7a2l	7
Cox7b	7
Cox8a	7
Cp	0
Cpd	1
Cpe	10
Cpeb1	1
Cpeb2	1
Cpeb3	0
Cpeb4	1
Cpne1	8
Cpne2	5
Cpne3	1
Cpox	5
Cpped1	0
Cpq	10
Cpsf1	6
Cpsf2	1
Cpsf3	5
Ints11	2
Cpsf4	2
Cpsf6	1
Cpsf7	2
Cpt1a	6
Cpt2	3
Cptp	0
Cr1l	1
Cracr2b	2
Cradd	0
Cramp1	4
Crat	6
Crbn	1
Crcp	9
Creb1	1
Creb3	5
Creb3l1	5
Creb3l2	6
Creb5	1
Crebbp	2
Crebl2	0
Crebrf	1
Crebzf	4
Creg1	10
Creld1	3
Creld2	9
Crem	0
Crim1	6
Crip1	5
Cript	7
Crk	1
Crkl	1
Crlf2	5
Crlf3	4
Crls1	7
Crnkl1	1
Crocc	3
Crot	8
Crtap	5
Crtc1	6
Crtc2	3
Crtc3	2
Cry1	1
Cry2	3
Cryab	0
Cryba4	9
Crybb1	3
Crybg3	0
Cryl1	0
Cryz	0
Cryzl1	8
Cs	8
Csad	3
Csde1	1
Cse1l	8
Csf1	5
Csf1r	6
Csf2ra	5
Csf2rb	0
Csf2rb2	0
Csf3r	6
Csgalnact2	1
Csk	3
Csmd3	4
Csnk1a1	1
Csnk1d	6
Csnk1e	2
Csnk1g1	4
Csnk1g2	3
Csnk1g3	1
Csnk2a1	0
Csnk2a2	4
Csnk2b	3
Cspg4	5
Cspp1	4
Csrnp1	0
Csrnp2	0
Csrp1	1
Kat14	0
Cst3	9
Cst7	10
Cstb	7
Cstf1	0
Cstf2	8
Cstf2t	1
Cstf3	4
Ctage5	2
Ctbp1	3
Ctbp2	2
Ctbs	1
Ctc1	2
Ctcf	1
Ctdnep1	10
Ctdp1	6
Ctdsp1	4
Ctdsp2	0
Ctdspl	0
Ctdspl2	1
Ctif	9
Ctla2b	1
Ctnna1	5
Ctnnal1	5
Ctnnb1	0
Ctnnbip1	0
Ctnnbl1	3
Ctnnd1	1
Ctnnd2	0
Ctns	8
Ctps	1
Ctps2	0
Ctr9	6
Ctsa	3
Ctsb	5
Ctsc	5
Ctsd	3
Ctse	3
Ctsf	3
Ctsh	10
Ctsl	10
Ctso	1
Ctss	5
Ctsz	5
Cttnbp2nl	0
Ctu1	7
Ctu2	3
Cuedc2	3
Cul1	0
Cul2	1
Cul3	1
Cul4a	6
Cul4b	1
Cul5	1
Cul7	6
Cul9	6
Cuta	9
Cutc	7
Cux1	3
Cux2	0
Cwc15	7
Cwc22	3
Cwc25	0
Cwc27	0
Cwf19l1	0
Cwf19l2	1
Cx3cr1	6
Cxcl10	10
Cxcl13	0
Cxcl16	10
Cxcl17	1
Cxcl9	1
Cxcr3	0
Rtl8c	5
Cxxc1	2
Cxxc5	5
Cyb561a3	8
Cyb561d1	0
Cyb561d2	5
Cyb5a	7
Cyb5b	1
Cyb5d2	0
Cyb5r1	8
Cyb5r3	3
Cyb5r4	0
Cyb5rl	0
Cyba	5
Cybb	10
Cyc1	3
Cycs	0
Cyfip1	8
Cyfip2	1
Cyhr1	3
Cyld	1
Cyp20a1	8
Cyp27a1	2
Cyp2d22	3
Cyp2r1	1
Cyp2u1	8
Cyp46a1	0
Cyp4f13	3
Cyp4f16	5
Cyp4f18	5
Cyp4v3	8
Cyp51	1
Cysltr1	1
Cyth1	3
Cyth2	3
Cyth3	5
Cyth4	6
Cytip	0
D030028A08Rik	2
D030056L22Rik	1
Gatd3a	3
Nopchap1	0
D11Wsu47e	0
D130017N08Rik	0
D130040H23Rik	1
Fam91a1	1
D16Ertd472e	1
D17H6S53E	2
D17H6S56E-5	10
Ilrun	2
Pum3	3
Macir	1
Phaf1	8
Spout1	2
D2hgdh	3
D330023K18Rik	1
Radx	0
Zfp267	1
D3Ertd751e	0
D430020J02Rik	5
Katnip	0
D5Ertd579e	2
D5Ertd605e	10
D630045J12Rik	2
D6Wsu163e	1
D730005E14Rik	1
D7Ertd443e	0
D830031N03Rik	4
D830046C22Rik	0
D8Ertd738e	9
Prag1	6
Tmem131l	0
Thoc2l	2
Daam1	1
Dab2	0
Dact1	10
Dact3	3
Dad1	7
Dag1	8
Dagla	6
Daglb	5
Dalrd3	2
Dand5	2
Dap	5
Dap3	3
Dapk1	2
Dapk3	3
Dapp1	3
Dars	1
Dars2	5
Daxx	3
Dazap1	6
Dazap2	8
Dbf4	0
Dbi	7
Dbndd2	3
Dbnl	3
Dbp	2
Dbr1	1
Dbt	1
Dcaf10	1
Dcaf11	0
Dcaf12	1
Dcaf13	0
Dcaf15	2
Dcaf17	4
Dcaf4	5
Dcaf5	2
Dcaf6	2
Dcaf7	8
Dcaf8	6
Dcakd	3
Dcbld2	1
Dchs1	0
Dck	1
Dclk2	2
Dclre1a	0
Dclre1b	1
Dclre1c	2
Dcp1a	0
Dcp1b	3
Dcp2	4
Dcps	3
Dctd	1
Dctn1	6
Dctn2	3
Dctn3	9
Dctn4	1
Dctn5	2
Dctn6	2
Dctpp1	7
Dcun1d1	1
Dcun1d2	0
Dcun1d3	4
Dcun1d4	1
Dcun1d5	4
Dcxr	9
Dda1	3
Ddah2	3
Ddb1	8
Ddb2	0
Ddhd1	0
Ddhd2	4
Ddi2	2
Ddias	1
Ddit3	2
Ddit4	3
Ddost	5
Ddrgk1	3
Ddt	9
Ddx1	1
Ddx10	0
Ddx11	6
Ddx17	2
Ddx18	5
Ddx19a	6
Ddx19b	0
Ddx20	8
Ddx21	3
Ddx23	2
Ddx24	3
Ints6l	4
Ddx27	3
Ddx28	8
Ddx31	6
Ddx39a	2
Ddx39b	5
Ddx3x	6
Ddx3y	4
Ddx41	2
Ddx42	6
Ddx43	2
Ddx46	2
Ddx47	5
Ddx49	3
Ddx5	2
Ddx50	2
Ddx51	3
Ddx52	3
Ddx54	3
Ddx55	0
Ddx56	5
Ddx58	8
Ddx59	0
Ddx6	2
Ddx60	4
Deaf1	2
Ss18l2	2
Decr1	1
Decr2	5
Dedd	0
Dedd2	0
Def6	3
Def8	6
Degs1	8
Degs2	2
Dek	7
Dennd1a	3
Dennd1b	1
Dennd1c	3
Dennd2a	0
Dennd2c	0
Dennd2d	1
Dennd3	0
Dennd4a	4
Dennd4b	6
Dennd4c	1
Dennd5a	3
Dennd6a	1
Dennd6b	2
Denr	7
Depdc5	0
Depdc7	1
Deptor	2
Dera	0
Derl1	8
Derl2	1
Derl3	0
Desi1	0
Desi2	1
Det1	0
Dexi	5
Dffa	3
Dffb	2
Dfna5	0
Dgat1	5
Dgat2	10
Ess2	3
Dgcr2	8
Dgcr6	0
Dgcr8	0
Dgka	2
Dgkd	4
Dgke	1
Dgkh	6
Dgkq	2
Dgkz	6
Dguok	1
Dhcr7	8
Dhdds	8
Dhdh	2
Dhfr	0
Dhodh	3
Dhps	2
Dhrs1	5
Dhrs11	3
Dhrs3	3
Dhrs4	3
Dhrs7	8
Dhrs7b	10
Dhrsx	3
Dhtkd1	0
Dhx15	1
Dhx16	3
Dhx29	0
Dhx30	6
Dhx32	6
Dhx33	0
Dhx34	6
Dhx35	6
Dhx36	1
Dhx37	6
Dhx38	3
Dhx40	0
Dhx57	2
Dhx58	0
Dhx8	6
Dhx9	4
Diablo	10
Diap1	0
Diap2	1
Dicer1	4
Dido1	4
Utp25	2
Dimt1	4
Dip2a	2
Dip2b	4
Dip2c	4
Slc49a4	8
Dis3	4
Dis3l	6
Dis3l2	5
Disc1	4
Disp1	6
Dixdc1	1
Dkc1	0
Dlat	0
Dlc1	4
Dld	1
Dleu2	2
Dlg1	1
Dlg3	6
Dlg4	2
Dlg5	5
Dlgap4	3
Dlgap5	5
Dll1	1
Dlst	3
Dmap1	2
Dmrtb1	2
Dmtf1	4
Dmtn	3
Dmwd	2
Dmxl1	1
Dmxl2	4
Dna2	1
Dnaaf2	0
Dnaaf3	0
Dnaaf5	3
Dnah17	2
Dnah2	0
Dnah8	0
Dnaja1	0
Dnaja2	1
Dnaja3	8
Dnaja4	5
Dnajb1	0
Dnajb11	0
Dnajb12	3
Dnajb14	4
Dnajb2	3
Dnajb4	1
Dnajb5	6
Dnajb6	0
Dnajb7	0
Dnajb9	1
Dnajc1	2
Dnajc10	8
Dnajc11	6
Dnajc12	0
Dnajc13	4
Dnajc14	3
Dnajc15	7
Dnajc16	0
Dnajc17	2
Dnajc18	5
Dnajc19	1
Dnajc2	9
Dnajc21	9
Dnajc24	7
Dnajc25	7
Dnajc27	0
Dnajc28	2
Dnajc3	1
Dnajc30	0
Dnajc4	3
Dnajc5	4
Dnajc7	2
Dnajc8	5
Dnajc9	8
Dnal4	3
Dnase1l1	5
Dnase1l2	2
Dnase2a	6
Dnd1	2
Dnlz	3
Dnm1l	1
Dnm2	6
Dnmbp	2
Dnmt1	6
Dnmt3a	2
Dnmt3b	4
Dnpep	3
Dnph1	5
Dnttip1	9
Dnttip2	4
Doc2a	3
Dock1	0
Dock10	4
Dock11	1
Dock2	8
Dock4	1
Dock6	6
Dock7	4
Dock8	4
Dock9	0
Dohh	3
Dok1	3
Dok3	2
Dok4	0
Dolk	8
Dolpp1	2
Donson	0
Dop1a	4
Dop1b	0
Dot1l	2
Dpagt1	8
Dpcd	9
Dpf2	5
Dph1	0
Dph2	3
Dph3	9
Dph5	0
Dph6	1
Dph7	0
Dpm1	1
Dpm2	9
Dpm3	7
Dpp3	6
Dpp7	5
Dpp8	4
Dpp9	6
Dpy19l1	1
Dpy19l3	1
Dpy19l4	1
Dpy30	7
Dpysl2	8
Dpysl5	0
Dr1	1
Dram2	1
Drap1	9
Drg1	1
Drg2	3
Drosha	6
Dscc1	1
Vps26c	0
Dse	1
Dsel	1
Dsn1	4
Dst	2
Dstn	8
Dstyk	1
Dtd1	5
Dtd2	1
Dtl	1
Dtnb	0
Dtnbp1	0
Dtwd1	0
Dtwd2	4
Dtx2	3
Dtx3	3
Dtx3l	1
Dtx4	8
Dtymk	2
Duoxa1	8
Dus1l	2
Dus2	3
Dus3l	2
Dus4l	2
Dusp10	0
Dusp11	4
Dusp12	2
Dusp16	1
Dusp18	0
Dusp19	7
Dusp2	0
Dusp22	2
Dusp23	3
Dusp27	5
Dusp28	3
Dusp3	0
Dusp6	6
Dusp7	6
Dusp8	2
Dut	4
Dvl1	2
Dvl2	3
Dvl3	3
Dxo	3
Dym	6
Dync1h1	2
Dync1i2	5
Dync1li1	5
Dync1li2	4
Dync2h1	4
Dync2li1	3
Dynll1	0
Dynll2	2
Dynlrb1	7
Dynlt1b	0
Dynlt3	1
Dyrk1a	4
Dyrk1b	3
Dyrk2	2
Dyrk4	2
Dzank1	0
Dzip3	4
E030024N20Rik	1
Epop	3
E130215H24Rik	4
E130307A14Rik	2
E130308A19Rik	0
E130309D02Rik	3
E130311K13Rik	0
E130317F20Rik	1
E230013L22Rik	0
E230029C05Rik	1
E2f1	1
E2f2	5
E2f3	0
E2f4	3
E2f5	7
E2f6	0
E2f8	0
E330020D12Rik	4
E330033B04Rik	4
E430018J23Rik	4
Washc5	6
E4f1	2
Eaf1	0
Eapp	1
Ears2	9
Ebag9	4
Ebf3	2
Ebi3	10
Ebna1bp2	9
Ebp	10
Ebpl	10
Ecd	5
Ece1	5
Ece2	8
Ech1	3
Echdc1	8
Echs1	5
Eci1	9
Eci2	9
Ecscr	0
Ecsit	0
Ect2	1
Edc3	1
Edc4	6
Edem1	1
Edem2	5
Edem3	1
Edf1	3
Edn1	0
Ednrb	2
Edrf1	0
Eea1	2
Eed	1
Eef1a1	7
Eef1b2	7
Eef1d	5
Eef1e1	1
Eef1g	5
Eef2	5
Eef2k	6
Eef2kmt	2
Eefsec	5
Eepd1	6
Efcab14	1
Efcab2	0
Efcab7	2
Efemp2	6
Efhc1	0
Efhd2	3
Efnb1	6
Efnb2	1
Efr3a	8
Efr3b	1
Efl1	0
Eftud2	6
Egln1	5
Egln2	3
Egln3	10
Egr2	4
Ehbp1	0
Ehbp1l1	6
Ehd1	0
Ehd4	6
Ehhadh	0
Ehmt1	6
Ehmt2	9
Ei24	7
Eid1	1
Eid2	0
Eid2b	2
Eid3	0
Eif1	9
Eif1a	1
Eif1ad	7
Eif1ax	1
Eif1b	7
Eif2a	1
Eif2ak1	5
Eif2ak2	4
Eif2ak3	6
Eif2ak4	2
Eif2b1	0
Eif2b2	3
Eif2b3	0
Eif2b4	3
Eif2b5	6
Eif2d	3
Eif2s1	1
Eif2s2	7
Eif2s3y	4
Eif3a	4
Eif3b	5
Eif3c	6
Eif3d	3
Eif3e	1
Eif3f	7
Eif3g	3
Eif3h	7
Eif3i	7
Eif3k	7
Eif3l	5
Eif3m	7
Eif4a1	3
Eif4a2	2
Eif4a3	3
Eif4b	6
Eif4e	1
Eif4e2	2
Eif4e3	1
Eif4ebp1	9
Eif4ebp2	2
Eif4ebp3	2
Eif4enif1	6
Eif4g1	6
Eif4g2	4
Eif4g3	6
Eif4h	3
Eif5	4
Eif5a	5
Eif5a2	1
Eif5b	9
Eif6	5
Elac1	4
Elac2	6
Elane	1
Elavl1	8
Elavl4	4
Elf1	1
Elf2	4
Elf4	0
Elk1	0
Elk3	5
Elk4	1
Ell	3
Ell2	1
Elmo1	8
Elmo2	6
Elmod2	1
Elmod3	3
Mideas	2
Elof1	9
Elovl1	8
Elovl5	1
Elp2	5
Elp3	5
Elp4	1
Elp5	0
Elp6	0
Emc1	8
Emc10	5
Emc2	1
Emc3	10
Emc4	8
Emc6	7
Emc7	1
Emc8	1
Emc9	3
Emd	3
Eme2	6
Emg1	2
Emilin1	2
Emilin2	8
Eml2	0
Eml3	6
Eml4	1
Eml5	4
Eml6	2
Emp2	5
Emp3	5
Enc1	0
Endod1	8
Endog	5
Endov	2
Eng	6
Engase	3
Eno3	3
Enoph1	0
Enox2	0
Enpp1	8
Enpp2	0
Enpp4	1
Enpp5	7
Ensa	2
Tepsin	3
Entpd1	6
Entpd5	1
Entpd6	2
Entpd7	0
Eny2	7
Eogt	1
Ep300	4
Ep400	2
Epb41	6
Epb41l1	7
Epb4.1l2	2
Epb41l3	5
Epb41l5	0
Epc1	4
Epc2	4
Epg5	1
Epha2	6
Ephb3	6
Ephb6	5
Ephx1	10
Ephx2	0
Epm2aip1	4
Epn1	3
Epn2	2
Epor	2
Eprs	5
Eps15	1
Eps15l1	2
Eps8	6
Eps8l1	2
Epsti1	5
Ept1	1
Eral1	0
Erap1	1
Erbin	4
Erc1	4
Erc2	0
Ercc1	3
Ercc2	6
Ercc3	3
Ercc4	0
Ercc5	2
Ercc6	0
Ercc6l	0
Ercc6l2	0
Ercc8	0
Erf	2
Ergic1	6
Ergic2	4
Ergic3	5
Eri1	1
Eri2	1
Eri3	3
Erich1	0
Erlec1	1
Erlin1	1
Erlin2	1
Ermap	0
Ermard	2
Ermp1	1
Ern1	0
Ero1a	8
Ero1b	1
Erp29	2
Erp44	1
Errfi1	1
Esco1	4
Esco2	1
Esd	7
Esf1	7
Espl1	5
Esr1	1
Esrra	2
Esrrg	1
Esyt1	8
Esyt2	1
Etaa1	1
Etf1	1
Etfa	1
Etfb	5
Etfdh	0
Ethe1	3
Etl4	1
Etnk1	1
Etohd2	4
Zfp971	4
Ets1	1
Ets2	6
Etv1	1
Etv3	1
Etv5	8
Etv6	8
Eva1a	4
Eva1b	3
Evi2a	1
Evi5	4
Evi5l	0
Evl	3
Ewsr1	4
Exd1	0
Exd2	0
Exo1	0
Exo5	1
Exoc1	0
Exoc2	1
Exoc3	0
Exoc4	2
Exoc5	1
Exoc6	1
Exoc6b	1
Exoc7	3
Exoc8	1
Exog	0
Exosc1	7
Exosc10	6
Exosc2	0
Exosc3	1
Exosc4	8
Exosc5	3
Exosc6	3
Exosc7	0
Exosc8	0
Exosc9	1
Ext1	6
Ext2	5
Extl2	8
Extl3	0
Eya3	0
Eya4	1
Ezh1	6
Ezh2	0
Ezr	5
F11r	8
F13a1	5
F3	5
F8a	5
F9	0
Faap100	6
Faap20	9
Faap24	3
Fadd	3
Fads1	6
Fads3	4
Faf1	0
Faf2	1
Fahd1	2
Fahd2a	1
Faim	7
Rflnb	1
Fam102a	6
Fam102b	1
Ramac	1
Fam104a	0
Otulinl	1
Fam107b	1
Pheta1	3
Fam110a	0
Fam111a	0
Fam114a1	9
Fam114a2	2
Fam117a	0
Fam117b	1
Fam118a	1
Fam118b	0
Fam120a	2
Fam120aos	4
Fam120b	1
Fam120c	0
Fam122a	2
Fam122b	1
Fam126a	1
Fam126b	4
Niban1	8
Niban2	5
Niban3	2
Fam131a	3
Fam133b	1
Retreg2	8
Retreg1	8
Retreg3	0
Fam135a	0
Fam136a	0
Fam13a	0
Fam13b	4
Fam149a	5
Fam149b	2
Fam151b	1
Fhip1b	2
Fhip2a	6
Fhip2b	2
Fam161b	2
Fam162a	7
Fam167b	5
Fam168a	2
Fam168b	1
Fam171a1	0
Fam172a	8
Antkmt	9
Atpsckmt	2
Fam174a	1
Abraxas1	1
Abraxas2	8
Slf2	4
Togaram1	4
Fam185a	0
Mindy3	1
Mindy4	3
Fam189b	0
Psme3ip1	3
Fam193a	2
Fam193b	2
Mcrip2	3
Mcrip1	7
Insyn2a	4
Insyn2b	4
Fam199x	1
Fam204a	4
Abitram	1
Fam207a	3
Tasor	4
Tasor2	4
Fam20b	1
Fam20c	5
Washc2	3
Fam210a	4
Fam210b	6
Inka1	0
Inka2	4
Prxl2a	1
Prxl2b	5
Fam214a	6
Fam214b	3
Fam216a	1
Fam217b	6
Fam219a	3
Fam219b	0
Fam220a	0
Fam222b	8
Calhm6	10
Fam32a	9
Shld2	4
Fam3a	3
Fam3c	1
Fam43a	0
Dennd10	1
Tent5a	4
Tent5c	1
Cyria	8
Cyrib	1
Fam50a	3
Fam53a	3
Fam53b	6
Fam53c	0
Ccnq	0
Mindy1	3
Mindy2	1
Pimreg	0
Ripor1	5
Ripor2	0
Dipk1a	0
Dipk1b	5
Fam72a	4
Miga1	0
Miga2	3
Fam76a	1
Fam76b	1
Fam78a	0
Fam83g	0
Lratd2	0
Fam89a	5
Fam89b	3
Fam8a1	1
Cibar1	4
Ciao2a	1
Ciao2b	9
Fam98a	0
Fam98b	2
Fam98c	3
Fan1	1
Fancb	1
Fancc	0
Fancd2	1
Fance	2
Fancf	0
Fancg	0
Fanci	0
Fancl	1
Fancm	0
Far1	4
Farp1	0
Farp2	0
Fars2	0
Farsa	3
Farsb	5
Fas	0
Fasn	0
Fastk	2
Fastkd1	8
Fastkd2	1
Fastkd3	2
Fastkd5	1
Fat1	0
Fat3	4
Fbf1	3
Fblim1	0
Fbln1	0
Fbrs	2
Fbrsl1	6
Fbxl12	2
Fbxl12os	4
Fbxl14	6
Fbxl15	3
Fbxl17	1
Fbxl18	2
Fbxl19	2
Fbxl20	0
Fbxl21	0
Fbxl22	4
Fbxl3	1
Fbxl4	1
Fbxl5	1
Fbxl6	3
Fbxl7	0
Fbxl8	6
Fbxo10	5
Fbxo11	4
Fbxo17	3
Fbh1	0
Fbxo21	5
Fbxo22	5
Fbxo25	0
Fbxo28	1
Fbxo3	1
Fbxo30	1
Fbxo31	6
Fbxo32	3
Fbxo33	1
Fbxo34	0
Fbxo36	0
Fbxo38	0
Fbxo4	0
Fbxo40	1
Fbxo42	1
Fbxo44	0
Fbxo45	1
Fbxo46	0
Fbxo5	2
Fbxo6	5
Fbxo7	5
Fbxo8	1
Fbxo9	2
Fbxw10	0
Fbxw11	8
Fbxw17	7
Fbxw2	1
Fbxw4	0
Fbxw5	3
Fbxw7	2
Fbxw8	5
Fbxw9	2
Fcer1g	7
Fcf1	7
Fcgr1	9
Fcgr2b	10
Fcgr3	3
Fcgr4	10
Fcgrt	5
Fcho2	1
Fchsd1	6
Fchsd2	4
Fcnb	1
Fcrl1	5
Fcrl5	0
Fcrls	0
Fdft1	5
Fdps	5
Fdx1	7
Fdxacb1	0
Fdxr	5
Fech	5
Fem1a	0
Fem1b	1
Fem1c	1
Fen1	5
Fer	1
Fer1l5	5
Fermt3	3
Fes	3
Fez2	3
Fgd2	2
Fgd3	4
Fgd4	4
